Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007021220677,2007-01-29 00:00:00,2007-01-15 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Firearms,275.0,Denied,0.0,Deny,14.0,275.0
2004042650137,2004-03-15 00:00:00,2004-02-28 00:00:00,HNL,Honolulu International Airport,Aloha Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,372.0,Settled,186.0,Settle,16.0,186.0
2008082549048,2008-08-22 00:00:00,2008-08-17 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,100.0,Denied,0.0,Deny,5.0,100.0
2008091249831,2008-09-08 00:00:00,2008-05-19 00:00:00,BUR,Bob Hope,USAir,Property Damage,Checkpoint,Cameras - Digital,200.0,Denied,0.0,Deny,112.0,200.0
2004051752482,2004-04-06 00:00:00,2003-12-22 00:00:00,IAD,Washington Dulles International,Western Pacific Airlines Inc Westpac,Property Damage,Checked Baggage,Computer - Laptop,95.11,Denied,0.0,Deny,106.0,95.11
2007100332944,2007-10-01 00:00:00,2007-09-09 00:00:00,TVC,Cherry Capital Airport,American Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),157.5,Settled,173.74,Settle,22.0,-16.24000000000001
2005040581625,2005-03-30 00:00:00,2005-03-21 00:00:00,EWR,Newark International Airport,Czech Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),126.64,Denied,0.0,Deny,9.0,126.64
2006050905770,2006-05-04 00:00:00,2006-04-13 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),380.0,Denied,0.0,Deny,21.0,380.0
2008040942264,2008-03-31 00:00:00,2008-02-05 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Medicines,811.14,Denied,0.0,Deny,55.0,811.14
2007091932261,2007-09-17 00:00:00,2007-08-15 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,33.0,20.0
2005100393765,2005-09-26 00:00:00,2005-09-06 00:00:00,RDM,Roberts Field,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,115.0,Settled,57.5,Settle,20.0,57.5
2005061086240,2005-06-01 00:00:00,2005-04-18 00:00:00,OMA,Eppley Airfield,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Settled,35.0,Settle,44.0,35.0
0603144L,2003-06-03 00:00:00,2002-11-20 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,200.0,Denied,0.0,Deny,195.0,200.0
0729083M,2003-07-29 00:00:00,2003-03-21 00:00:00,LGA,LaGuardia,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,130.0,200.0
2006011199403,2006-01-06 00:00:00,2005-12-21 00:00:00,KOA,Kona International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Locks,21.55,Approved,21.55,Approve in Full,16.0,0.0
2005050383925,2005-05-02 00:00:00,2004-12-01 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,88.47,Approved,88.47,Approve in Full,152.0,0.0
2008041042311,2008-03-31 00:00:00,2008-02-12 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.); Sporting Equipment & Supplies (footballs; parachutes; etc.),539.0,Denied,0.0,Deny,48.0,539.0
2004063057924,2004-06-10 00:00:00,2004-05-28 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,604.86,Approved,604.86,Approve in Full,13.0,0.0
2009102764795,2009-10-20 00:00:00,2009-10-16 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,260.0,Denied,0.0,Deny,4.0,260.0
2008040741950,2008-03-26 00:00:00,2008-02-23 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,28.64,Denied,0.0,Deny,32.0,28.64
2005082991746,2005-08-23 00:00:00,2005-05-14 00:00:00,GSO,Piedmont Triad International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),35.0,Denied,0.0,Deny,101.0,35.0
2005091592586,2005-09-08 00:00:00,2005-08-08 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checkpoint,Other,12.92,Approved,12.92,Approve in Full,31.0,0.0
2006030602566,2006-02-28 00:00:00,2005-11-17 00:00:00,CLE,Cleveland Hopkins International,Northwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),272.0,Settled,258.4,Settle,103.0,13.600000000000023
0107375M,2004-01-07 00:00:00,2003-12-03 00:00:00,FLL,Ft. Lauderdale-Hollywood International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,35.0,50.0
2005032279170,2005-03-01 00:00:00,2005-02-08 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,135.0,Approved,135.0,Approve in Full,21.0,0.0
2007070627906,2007-06-29 00:00:00,2007-03-23 00:00:00,SBN,South Bend Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,DVD/CD Players; Other,618.61,Denied,0.0,Deny,98.0,618.61
2005092693260,2005-09-16 00:00:00,2005-07-15 00:00:00,PDX,Portland International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,188.78,Denied,0.0,Deny,63.0,188.78
2004121469043,2004-10-20 00:00:00,2004-08-24 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),330.0,Approved,330.0,Approve in Full,57.0,0.0
2006040704232,2006-03-29 00:00:00,2006-03-25 00:00:00,PNS,Pensacola Regional,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,650.0,Approved,650.0,Approve in Full,4.0,0.0
2009032056518,2009-03-05 00:00:00,2009-02-28 00:00:00,MYR,Myrtle Beach International,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages,40.0,Denied,0.0,Deny,5.0,40.0
2007110934804,2007-11-07 00:00:00,2007-10-26 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),66.94,Approved,66.94,Approve in Full,12.0,0.0
0529136L,2003-05-29 00:00:00,2003-05-07 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Denied,0.0,Deny,22.0,80.0
2005030777082,2005-02-01 00:00:00,2004-12-19 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,87.89,Denied,0.0,Deny,44.0,87.89
2008122953795,2009-02-12 00:00:00,2008-12-04 00:00:00,RIC,Richmond International,Continental Airlines,Property Damage,Checkpoint,Medical Equipment & Insturments,400.0,Denied,0.0,Deny,70.0,400.0
2008100950957,2008-10-08 00:00:00,2008-10-06 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),500.0,Denied,0.0,Deny,2.0,500.0
2005071288640,2005-07-08 00:00:00,2005-06-29 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,132.75,Settled,66.37,Settle,9.0,66.38
2005012273996,2004-11-18 00:00:00,2004-06-04 00:00:00,HNL,Honolulu International Airport,Qantus Airways,Property Damage,Checked Baggage,Other,41.76,Denied,0.0,Deny,167.0,41.76
2004100664671,2004-08-25 00:00:00,2004-07-22 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,519.96,Approved,519.96,Approve in Full,34.0,0.0
2006102414522,2006-10-19 00:00:00,2006-10-15 00:00:00,SBN,South Bend Regional,UAL,Passenger Property Loss,Checked Baggage,Other,175.0,Settled,87.5,Settle,4.0,87.5
2007121236417,2007-12-11 00:00:00,2007-11-27 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Currency; Watches - Expensive more than $100,757.0,Denied,0.0,Deny,14.0,757.0
2006052607057,2006-05-25 00:00:00,2006-05-04 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,64.19,Approved,64.19,Approve in Full,21.0,0.0
2004070858810,2004-06-22 00:00:00,2004-05-13 00:00:00,ICT,Wichita Mid-Continent,American Airlines,Employee Loss (MPCECA),Checked Baggage,Currency,160.0,Denied,0.0,Deny,40.0,160.0
1217628M,2003-12-17 00:00:00,2003-10-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,225.0,Settled,75.0,Settle,48.0,150.0
2004121369002,2004-06-02 00:00:00,2004-03-26 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Medicines,550.0,Denied,0.0,Deny,68.0,550.0
2006102314414,2006-10-16 00:00:00,2006-09-30 00:00:00,MYR,Myrtle Beach International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Lighters - (cigar; cigerette; etc.),95.4,Denied,0.0,Deny,16.0,95.4
2007082130581,2007-08-20 00:00:00,2007-08-13 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,15.85,Approved,15.85,Approve in Full,7.0,0.0
2008071847124,2008-07-14 00:00:00,2008-07-03 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),75.0,Approved,75.0,Approve in Full,11.0,0.0
2009120466077,2009-11-20 00:00:00,2009-11-08 00:00:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Jewelry - Costume,400.0,Denied,0.0,Deny,12.0,400.0
2009091463602,2009-09-14 00:00:00,2009-09-06 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,8.0,200.0
2005031878714,2005-02-24 00:00:00,2005-01-30 00:00:00,ONT,Ontario International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,40.95,Approved,40.95,Approve in Full,25.0,0.0
2006052306823,2006-05-18 00:00:00,2006-02-25 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),45.6,Denied,0.0,Deny,82.0,45.6
2007070927980,2007-07-02 00:00:00,2007-02-21 00:00:00,SLC,Salt Lake City International Airport,Southwest Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,200.0,Approved,200.0,Approve in Full,131.0,0.0
2007082931082,2007-08-27 00:00:00,2007-08-19 00:00:00,MSN,Dane County Regional (Madison),Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Denied,0.0,Deny,8.0,50.0
2007092432433,2007-09-21 00:00:00,2007-08-11 00:00:00,ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,599.0,Denied,0.0,Deny,41.0,599.0
2008111952419,2008-11-13 00:00:00,2008-10-05 00:00:00,BDL,Bradley International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),119.0,Approved,119.0,Approve in Full,39.0,0.0
2006083111845,2006-08-28 00:00:00,2006-08-24 00:00:00,IAD,Washington Dulles International,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,4.0,0.0
2005110895797,2005-10-31 00:00:00,2005-10-13 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,400.0,Denied,0.0,Deny,18.0,400.0
22089,2003-01-16 00:00:00,2002-09-26 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),155.88,Approved,156.0,Approve in Full,112.0,-0.12000000000000455
2005071288753,2005-07-11 00:00:00,2005-06-08 00:00:00,LGA,LaGuardia,Delta (Song),Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,500.0,Settled,250.0,Settle,33.0,250.0
2007102333784,2007-10-18 00:00:00,2007-09-05 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,178.49,Denied,0.0,Deny,43.0,178.49
2004082761518,2004-07-21 00:00:00,2004-06-10 00:00:00,KOA,Kona International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Other,74.95,Denied,74.95,Deny,41.0,0.0
2005120797132,2005-11-29 00:00:00,2005-11-23 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,419.98,Settled,210.0,Settle,6.0,209.98000000000002
2006080310488,2006-08-02 00:00:00,2006-07-27 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,450.0,Denied,0.0,Deny,6.0,450.0
2005030977367,2005-02-01 00:00:00,2005-12-27 00:00:00,TUS,Tucson International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Denied,0.0,Deny,-329.0,300.0
2007022121252,2007-02-16 00:00:00,2007-01-21 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,94.5,Denied,0.0,Deny,26.0,94.5
1106010M,2003-11-06 00:00:00,2003-09-22 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,45.0,50.0
2005032980230,2005-03-16 00:00:00,2005-02-26 00:00:00,TRI,Tri-Cities Regional,Delta Air Lines,Property Damage,Checked Baggage,Other,3.0,Denied,0.0,Deny,18.0,3.0
2008060545362,2008-06-02 00:00:00,2008-05-25 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers),489.68,Denied,0.0,Deny,8.0,489.68
2007022621564,2007-02-22 00:00:00,2006-05-22 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,188.19,Denied,0.0,Deny,276.0,188.19
2006111515657,2006-11-09 00:00:00,2006-10-08 00:00:00,MDW,Midway International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Bedding - Linens and bedspreads,200.0,Approved,200.0,Approve in Full,32.0,0.0
2005070588219,2005-06-30 00:00:00,2005-06-17 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Property Damage,Checked Baggage,Other,28.17,Approved,28.17,Approve in Full,13.0,0.0
2004051251287,2004-03-24 00:00:00,2004-02-19 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,275.0,Settled,137.5,Settle,34.0,137.5
2006090612010,2006-08-28 00:00:00,2006-08-13 00:00:00,DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,15.0,50.0
2006020100754,2006-01-25 00:00:00,2006-01-12 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Denied,0.0,Deny,13.0,80.0
2005041382473,2005-04-12 00:00:00,2005-04-04 00:00:00,MYR,Myrtle Beach International,USAir,Passenger Property Loss,Checked Baggage,Other,324.74,Settled,293.37,Settle,8.0,31.370000000000005
2005021876497,2005-01-24 00:00:00,2004-10-17 00:00:00,MIA,Miami International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),175.0,Settled,70.0,Settle,99.0,105.0
2006113016466,2006-11-22 00:00:00,2006-11-06 00:00:00,ACY,Atlantic City International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,16.0,100.0
2009090163209,2009-08-31 00:00:00,2009-08-26 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),185.0,Denied,0.0,Deny,5.0,185.0
2008111852360,2008-11-13 00:00:00,2008-11-07 00:00:00,ALB,Albany International,Delta Air Lines,Property Damage,Checkpoint,Cameras - Digital,200.0,Denied,0.0,Deny,6.0,200.0
2006012600415,2006-01-23 00:00:00,2006-01-10 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Other,175.0,Settled,95.0,Settle,13.0,80.0
2005071388840,2005-07-13 00:00:00,2005-06-29 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,940.0,Settled,205.5,Settle,14.0,734.5
2009100664349,2009-10-02 00:00:00,2009-09-19 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,80.62,Denied,0.0,Deny,13.0,80.62
2009012354876,2009-01-15 00:00:00,2009-01-04 00:00:00,OMA,Eppley Airfield,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,80.0,Denied,0.0,Deny,11.0,80.0
2004102165413,2004-09-17 00:00:00,2004-08-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,21.65,Approved,21.65,Approve in Full,25.0,0.0
0520173L,2003-05-20 00:00:00,2003-04-11 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,50.0,Settled,25.0,Settle,39.0,25.0
2008062045923,2008-07-01 00:00:00,2008-03-17 00:00:00,SRQ,Sarasota Bradenton International,Jet Blue,Passenger Property Loss,Checkpoint,Currency,5.5,Approved,5.5,Approve in Full,106.0,0.0
2007042424386,2007-04-18 00:00:00,2007-04-09 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),280.0,Denied,0.0,Deny,9.0,280.0
2006051106049,2006-05-09 00:00:00,2006-02-20 00:00:00,LGA,LaGuardia,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,78.0,100.0
2008081248455,2008-08-06 00:00:00,2008-07-19 00:00:00,PBI,Palm Beach International,USAir,Passenger Property Loss,Checked Baggage,Automobile Parts,297.59,Denied,0.0,Deny,18.0,297.59
0801069M,2003-08-01 00:00:00,2003-07-27 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,5.0,50.0
2007011218720,2007-01-08 00:00:00,2006-12-19 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,32.42,Approved,32.42,Approve in Full,20.0,0.0
2007032622993,2007-03-23 00:00:00,2007-03-18 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),27.25,Approved,27.25,Approve in Full,5.0,0.0
2004052153058,2004-04-15 00:00:00,2004-03-22 00:00:00,MHT,Manchester Regional Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,77.46,Approved,77.46,Approve in Full,24.0,0.0
2007031422244,2007-03-09 00:00:00,2007-01-11 00:00:00,JFK,John F. Kennedy International,UAL,Property Damage,Checked Baggage,Locks,100.0,Settled,50.0,Settle,57.0,50.0
2004101464970,2004-09-09 00:00:00,2004-06-11 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,21.4,Approved,21.4,Approve in Full,90.0,0.0
2006122217805,2006-12-18 00:00:00,2006-11-12 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.5,Settled,25.25,Settle,36.0,25.25
2007022821662,2007-02-27 00:00:00,2007-02-18 00:00:00,TUS,Tucson International,Continental Airlines,Property Damage,Checked Baggage,Other,350.0,Settled,175.0,Settle,9.0,175.0
2006011399547,2006-01-10 00:00:00,2005-12-30 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,29.64,Approved,29.64,Approve in Full,11.0,0.0
2006101113840,2006-10-04 00:00:00,2006-10-03 00:00:00,BNA,Nashville International,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,1906.94,Settled,1161.07,Settle,1.0,745.8700000000001
2008070146491,2008-06-27 00:00:00,2008-06-06 00:00:00,SAN,San Diego International,USAir,Property Damage,Checkpoint,Computer - Laptop; Computer - Laptop,1529.25,Settled,1183.37,Settle,21.0,345.8800000000001
2006021501558,2006-02-07 00:00:00,2006-01-16 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),311.75,Denied,0.0,Deny,22.0,311.75
2004042350124,2004-03-05 00:00:00,2004-02-19 00:00:00,ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Cameras - Digital,150.0,Approved,150.0,Approve in Full,15.0,0.0
2007101833655,2007-10-15 00:00:00,2007-10-07 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),157.5,Denied,0.0,Deny,8.0,157.5
2005122198156,2005-12-14 00:00:00,2005-11-20 00:00:00,OAJ,Albert J Ellis; Jacksonville,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Cameras - Digital,864.79,Settled,274.48,Settle,24.0,590.31
2006030702636,2006-03-01 00:00:00,2006-02-24 00:00:00,MEI,Meridian Regional,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,390.0,Settled,195.0,Settle,5.0,195.0
2004072760050,2004-07-27 00:00:00,2002-09-17 00:00:00,PSP,Palm Springs International,UAL,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,64.48,Approved,64.48,Approve in Full,679.0,0.0
2005102094965,2005-10-14 00:00:00,2005-09-04 00:00:00,EWR,Newark International Airport,Air Canada,Property Damage,Checked Baggage,Luggage (all types including footlockers),390.0,Denied,0.0,Deny,40.0,390.0
2008091549908,2008-09-08 00:00:00,2008-04-17 00:00:00,GEG,Spokane International,Southwest Airlines,Property Damage,Checked Baggage,Other,620.0,Denied,0.0,Deny,144.0,620.0
2007031922506,2007-03-15 00:00:00,2007-03-06 00:00:00,OAK,Metropolitan Oakland International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Other,825.0,Denied,0.0,Deny,9.0,825.0
2004091663097,2004-08-19 00:00:00,2003-10-29 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Other,53.53,Approved,53.53,Approve in Full,295.0,0.0
2006112216060,2006-11-16 00:00:00,2006-10-20 00:00:00,DCA,Ronald Reagan Washington National Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks; Luggage (all types including footlockers),16.0,Approved,16.0,Approve in Full,27.0,0.0
2006082511590,2006-08-23 00:00:00,2006-08-13 00:00:00,GEG,Spokane International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,200.0,Denied,0.0,Deny,10.0,200.0
0311180L,2003-03-11 00:00:00,2003-02-03 00:00:00,LAX,Los Angeles International Airport,Korean Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,180.0,Settle,36.0,20.0
0219634M,2004-04-21 00:00:00,2004-01-21 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),120.0,Denied,0.0,Deny,91.0,120.0
2005081190375,2005-08-02 00:00:00,2005-05-21 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,23.85,Approved,23.85,Approve in Full,73.0,0.0
2005012173901,2004-12-28 00:00:00,2004-11-26 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,32.0,85.0
2006042605372,2006-04-18 00:00:00,2006-03-11 00:00:00,MSP,Minneapolis/ St.Paul International Airport,USAir,Property Damage,Checkpoint,Computer - Laptop,455.83,Approved,455.83,Approve in Full,38.0,0.0
2006041304502,2006-04-04 00:00:00,2006-03-13 00:00:00,PHX,Phoenix Sky Harbor International,British Airways,Passenger Property Loss,Checked Baggage,Locks,9.96,Approved,9.96,Approve in Full,22.0,0.0
2006111715802,2006-11-13 00:00:00,2006-11-01 00:00:00,LAS,McCarran International,Alaska Airlines,Property Damage,Checkpoint,Photographic Film,63.98,Approved,63.98,Approve in Full,12.0,0.0
2007011618853,2007-01-09 00:00:00,2006-12-25 00:00:00,TPA,Tampa International,UAL,Property Damage,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),500.0,Denied,0.0,Deny,15.0,500.0
2005040781895,2005-04-06 00:00:00,2005-03-16 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),48.71,Denied,0.0,Deny,21.0,48.71
1126013M,2003-11-26 00:00:00,2003-11-09 00:00:00,ORF,Norfolk International,American Airlines,Passenger Property Loss,Checked Baggage,Other,20.0,Approved,20.0,Approve in Full,17.0,0.0
2004100664663,2004-08-25 00:00:00,2004-07-17 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,489.99,Denied,0.0,Deny,39.0,489.99
2007121236420,2007-12-11 00:00:00,2007-10-27 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.; Eyeglasses - (including contact lenses); Other,175.0,Denied,0.0,Deny,45.0,175.0
2004062957695,2004-06-08 00:00:00,2004-03-22 00:00:00,PHX,Phoenix Sky Harbor International,Sun Country Airlines Inc,Employee Loss (MPCECA),Checked Baggage,Other,338.31,Approved,338.31,Approve in Full,78.0,0.0
2004080960843,2004-07-09 00:00:00,2004-07-04 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Theft,Checked Baggage,Other,207.5,Settled,100.0,Settle,5.0,107.5
2007071928732,2007-07-16 00:00:00,2007-07-03 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Property Damage,Checked Baggage,Computer - Laptop,580.0,Denied,0.0,Deny,13.0,580.0
2007070927955,2007-07-02 00:00:00,2007-06-18 00:00:00,ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,35.53,Denied,0.0,Deny,14.0,35.53
2008022640145,2008-02-19 00:00:00,2007-12-29 00:00:00,GSP,Greenville-Spartanburg,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),12.47,Denied,0.0,Deny,52.0,12.47
